timestamp,ear,perclos,state,drowsy_score
2026-06-29T15:59:20.571733,0.4251541120731753,,AWAKE,0.0
2026-06-29T15:59:20.768209,0.4204232523756115,,AWAKE,0.0
2026-06-29T15:59:20.962350,0.41943492266167387,,AWAKE,0.0
2026-06-29T15:59:21.122314,0.4172452249364928,,AWAKE,0.0
2026-06-29T15:59:21.281917,0.41573194221765264,,AWAKE,0.0
2026-06-29T15:59:21.438436,0.413150546823696,,AWAKE,0.0
2026-06-29T15:59:21.589686,0.4045404389361555,,AWAKE,0.0
2026-06-29T15:59:21.742374,0.3933580069049007,,AWAKE,0.0
2026-06-29T15:59:21.900882,0.38021724958481007,,AWAKE,0.0
2026-06-29T15:59:22.057623,0.36541857767876396,,AWAKE,0.0
2026-06-29T15:59:22.204710,0.3512102902570382,,AWAKE,0.0
2026-06-29T15:59:22.361747,0.3381128372651843,,AWAKE,0.0
2026-06-29T15:59:22.520621,0.32513111717588394,,AWAKE,0.0
2026-06-29T15:59:22.667316,0.313005396517128,,AWAKE,0.0
2026-06-29T15:59:22.825638,0.3022355231026235,,AWAKE,0.0
2026-06-29T15:59:23.015906,0.29144361475569025,,AWAKE,0.0
2026-06-29T15:59:23.168335,0.2810933979333691,,AWAKE,0.0
2026-06-29T15:59:23.322880,0.2720860380570442,,AWAKE,0.0
2026-06-29T15:59:23.479203,0.2638780851113532,,AWAKE,0.0
2026-06-29T15:59:23.632424,0.2585685602504285,,DROWSY,0.5
2026-06-29T15:59:23.827567,0.2524742890986208,,DROWSY,1.0
2026-06-29T15:59:23.982687,0.2460213270719099,,DROWSY,1.5
2026-06-29T15:59:24.161592,0.24096138814479556,,DROWSY,2.0
2026-06-29T15:59:24.315845,0.23670169006246414,,DROWSY,2.5
2026-06-29T15:59:24.472389,0.2337530228784423,,DROWSY,3.0
2026-06-29T15:59:24.627858,0.22979493654930364,,DROWSY,3.5
2026-06-29T15:59:24.786513,0.22479868654598367,,DROWSY,4.0
2026-06-29T15:59:24.937568,0.2200273466892072,,DROWSY,4.5
2026-06-29T15:59:25.086366,0.21584298597787097,,DROWSY,5.0
2026-06-29T15:59:25.235018,0.21165880529778516,,DROWSY,5.5
2026-06-29T15:59:25.389475,0.20838628270159285,,DROWSY,6.0
2026-06-29T15:59:25.545312,0.20498519386340652,,DROWSY,6.5
2026-06-29T15:59:25.696782,0.20356537107127567,,DROWSY,7.0
2026-06-29T15:59:25.852079,0.20411234051563032,,DROWSY,7.5
2026-06-29T15:59:26.009499,0.20365853930436098,,DROWSY,8.0
2026-06-29T15:59:26.166143,0.20272062615885914,,DROWSY,8.5
2026-06-29T15:59:26.311172,0.20163725083082243,,DROWSY,9.0
2026-06-29T15:59:26.467751,0.2016857721488438,,DROWSY,9.5
2026-06-29T15:59:26.615248,0.2012674583203895,,DROWSY,10.0
2026-06-29T15:59:26.774857,0.20107676877881753,,DROWSY,10.5
2026-06-29T15:59:26.933140,0.20154590774801848,,DROWSY,11.0
2026-06-29T15:59:27.093935,0.20253759374674368,,DROWSY,11.5
2026-06-29T15:59:27.245170,0.20364003720166368,,DROWSY,12.0
2026-06-29T15:59:27.395545,0.20437187100003404,,DROWSY,12.5
2026-06-29T15:59:27.545547,0.2042285683626926,,DROWSY,13.0
2026-06-29T15:59:27.703187,0.2045441498844405,,DROWSY,13.5
2026-06-29T15:59:27.861550,0.20415758916794283,,DROWSY,14.0
2026-06-29T15:59:28.011565,0.20386373497843133,,DROWSY,14.5
2026-06-29T15:59:28.161887,0.2030898957624509,,DROWSY,15.0
2026-06-29T15:59:28.321679,0.20099932256531822,,DROWSY,15.5
2026-06-29T15:59:28.477751,0.19873665704509724,,SLEEPING,17.5
2026-06-29T15:59:29.486393,0.19692812190855535,,SLEEPING,19.5
2026-06-29T15:59:29.645710,0.19628117774732193,,SLEEPING,21.5
2026-06-29T15:59:29.804133,0.1964952862013491,,SLEEPING,23.5
2026-06-29T15:59:29.963555,0.19669807441637804,,SLEEPING,25.5
2026-06-29T15:59:30.122999,0.19611876441356926,,SLEEPING,27.5
2026-06-29T15:59:30.279444,0.19732039704379706,,SLEEPING,29.5
2026-06-29T15:59:30.440422,0.198793602752232,,SLEEPING,31.5
2026-06-29T15:59:30.595907,0.20020456435324616,,DROWSY,32.0
2026-06-29T15:59:30.759116,0.20278759063125149,,DROWSY,32.5
2026-06-29T15:59:30.913390,0.2040929536037633,,DROWSY,33.0
2026-06-29T15:59:31.063267,0.20572848684340125,,DROWSY,33.5
2026-06-29T15:59:31.224115,0.20755380793587094,,DROWSY,34.0
2026-06-29T15:59:31.377661,0.20978233357521595,,DROWSY,34.5
